EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
529,34,Travel_Frequently,1783,Research & Development,12,3,Medical,1,529,3,Female,365,4,3,Research Scientist,2,Married,81106,15888,3,Y,No,24,2,3,80,1,23,5,3,8,8,8,5,No
530,55,Travel_Frequently,4401,Sales,11,2,Human Resources,1,530,2,Female,291,2,4,Sales Representative,3,Married,55459,10871,9,Y,Yes,14,3,2,80,2,38,0,2,16,8,3,12,No
531,18,Travel_Frequently,3390,Research & Development,27,3,Other,1,531,4,Female,201,3,1,Manager,3,Married,59526,18041,9,Y,No,3,4,4,80,3,20,0,4,0,0,0,0,No
532,20,Travel_Frequently,2733,Research & Development,7,1,Human Resources,1,532,2,Male,105,1,3,Research Scientist,3,Divorced,82707,11082,4,Y,Yes,13,2,2,80,1,39,4,1,0,1,1,0,No
533,55,Non-Travel,3339,Sales,24,5,Marketing,1,533,2,Female,163,1,2,Manager,4,Married,67638,9240,3,Y,Yes,14,2,2,80,1,17,0,1,10,0,3,10,No
534,56,Travel_Rarely,1615,Research & Development,24,4,Other,1,534,1,Female,111,3,2,Research Director,1,Divorced,126959,18106,6,Y,Yes,25,3,3,80,0,31,4,4,12,9,6,7,No
535,27,Travel_Rarely,2446,Research & Development,13,3,Medical,1,535,2,Female,218,4,5,Healthcare Representative,4,Married,167536,2795,9,Y,No,7,1,4,80,0,24,4,4,1,1,1,1,Yes
536,46,Travel_Rarely,2960,Sales,6,2,Medical,1,536,2,Male,118,4,3,Sales Representative,3,Single,33451,9490,1,Y,No,22,2,1,80,4,35,0,3,13,4,1,8,No
537,27,Non-Travel,3132,Human Resources,3,2,Life Sciences,1,537,2,Male,393,2,3,Manager,3,Divorced,47128,17409,6,Y,No,5,2,1,80,1,38,5,2,4,0,0,0,No
538,52,Non-Travel,2006,Sales,26,1,Marketing,1,538,2,Male,239,1,5,Sales Executive,3,Divorced,131251,3862,6,Y,No,4,2,1,80,3,9,6,2,3,1,1,2,No
539,47,Non-Travel,1274,Research & Development,13,2,Life Sciences,1,539,2,Female,335,4,4,Healthcare Representative,1,Divorced,129260,19742,6,Y,Yes,16,4,3,80,4,36,5,2,7,6,4,6,No
540,26,Travel_Rarely,2567,Sales,13,3,Marketing,1,540,3,Male,261,4,2,Sales Representative,3,Single,64235,9063,6,Y,Yes,24,2,4,80,4,8,5,1,0,1,1,0,No
541,46,Travel_Rarely,4930,Sales,2,2,Medical,1,541,3,Male,251,3,1,Sales Executive,4,Married,137605,17240,6,Y,No,20,4,1,80,4,18,2,2,8,8,8,7,No
542,22,Travel_Frequently,3300,Sales,9,1,Life Sciences,1,542,1,Male,366,3,1,Sales Representative,2,Married,96888,15219,5,Y,Yes,25,4,3,80,4,20,2,1,2,1,0,2,Yes
543,49,Travel_Frequently,2801,Research & Development,24,3,Medical,1,543,2,Male,200,1,5,Manager,1,Married,144734,11036,6,Y,Yes,7,1,1,80,2,0,1,4,13,3,6,9,Yes
544,45,Non-Travel,2087,Sales,24,4,Life Sciences,1,544,1,Male,339,2,4,Sales Executive,2,Single,158946,4620,7,Y,Yes,25,3,3,80,3,16,4,1,17,17,17,10,Yes
545,51,Travel_Rarely,2979,Research & Development,9,3,Other,1,545,2,Female,355,4,1,Healthcare Representative,3,Divorced,185047,11841,4,Y,No,3,2,2,80,1,15,3,2,4,1,0,4,No
546,43,Travel_Frequently,1271,Research & Development,25,3,Life Sciences,1,546,2,Female,307,4,2,Manager,1,Married,158523,17504,0,Y,No,10,3,1,80,2,15,3,2,13,7,6,9,No
547,33,Travel_Frequently,2543,Sales,28,1,Life Sciences,1,547,3,Male,142,1,2,Sales Representative,2,Divorced,73762,16042,7,Y,No,2,2,1,80,0,30,1,2,9,0,2,4,No
548,40,Travel_Frequently,1337,Human Resources,2,5,Life Sciences,1,548,3,Male,187,4,4,Manager,3,Single,32942,10759,9,Y,Yes,9,1,3,80,1,4,3,1,18,8,5,16,Yes
549,32,Travel_Rarely,4898,Sales,17,3,Marketing,1,549,2,Female,314,2,3,Manager,3,Divorced,84369,12702,3,Y,Yes,7,4,2,80,1,2,0,4,11,0,9,1,No
550,26,Travel_Rarely,2678,Sales,4,5,Human Resources,1,550,3,Female,207,4,1,Sales Representative,3,Married,199469,7129,6,Y,Yes,6,3,1,80,0,2,6,2,2,1,1,0,No
551,60,Travel_Frequently,2729,Research & Development,22,3,Other,1,551,2,Male,103,2,3,Manager,4,Married,195897,5054,7,Y,No,10,2,1,80,1,15,4,3,12,9,7,4,No
552,44,Travel_Rarely,4160,Human Resources,27,5,Medical,1,552,3,Male,175,3,5,Human Resources,3,Married,12418,19395,6,Y,No,16,2,4,80,0,29,5,3,1,1,1,0,Yes
553,44,Travel_Frequently,3342,Sales,8,3,Other,1,553,4,Male,330,3,3,Sales Executive,1,Divorced,174375,3268,3,Y,No,21,3,4,80,2,0,4,4,18,7,1,7,No
554,33,Travel_Frequently,4254,Human Resources,25,3,Other,1,554,3,Male,354,2,5,Manager,1,Divorced,10589,11422,1,Y,No,7,4,3,80,1,34,5,4,12,3,0,10,Yes
555,59,Travel_Frequently,2053,Research & Development,14,2,Technical Degree,1,555,3,Male,183,3,1,Healthcare Representative,2,Married,135793,12141,8,Y,Yes,22,1,1,80,1,7,6,2,7,0,3,1,No
556,29,Travel_Rarely,4217,Research & Development,3,3,Life Sciences,1,556,1,Female,190,4,2,Healthcare Representative,4,Divorced,128303,10201,0,Y,No,19,1,1,80,1,9,2,4,1,0,0,1,No
557,19,Non-Travel,3543,Human Resources,21,4,Other,1,557,1,Male,216,4,5,Manager,4,Married,112046,14690,5,Y,No,20,3,2,80,0,2,3,4,1,0,0,1,Yes
558,41,Non-Travel,3435,Sales,17,5,Life Sciences,1,558,3,Male,342,4,5,Manager,1,Divorced,98794,13164,1,Y,No,19,1,3,80,1,19,4,4,20,13,9,1,Yes
559,37,Travel_Rarely,1304,Research & Development,17,3,Life Sciences,1,559,2,Female,257,3,4,Research Scientist,4,Single,192427,2856,4,Y,Yes,10,2,1,80,1,33,4,3,4,4,0,2,No
560,39,Travel_Rarely,4446,Sales,25,5,Other,1,560,1,Male,381,3,5,Sales Representative,2,Divorced,42434,11749,1,Y,Yes,12,1,3,80,3,5,5,2,10,5,4,0,Yes
561,55,Non-Travel,2082,Sales,6,5,Other,1,561,4,Male,141,3,2,Sales Executive,1,Single,38004,5403,0,Y,No,15,2,2,80,1,32,1,3,0,1,0,1,No
562,49,Travel_Rarely,2410,Research & Development,5,4,Other,1,562,4,Female,396,3,3,Laboratory Technician,2,Single,72367,6084,6,Y,Yes,8,4,1,80,0,25,4,2,17,6,8,4,No
563,25,Travel_Frequently,2616,Research & Development,5,2,Marketing,1,563,2,Male,394,1,2,Research Director,2,Divorced,44720,5629,0,Y,No,13,1,3,80,1,28,1,1,3,1,0,2,No
564,42,Non-Travel,4563,Research & Development,22,2,Technical Degree,1,564,2,Female,240,4,1,Manager,2,Married,188340,2100,6,Y,Yes,14,2,1,80,0,29,4,2,16,9,6,13,No
565,27,Travel_Rarely,2241,Sales,21,2,Technical Degree,1,565,4,Male,241,4,4,Sales Representative,1,Married,83224,7257,7,Y,Yes,7,4,2,80,0,15,5,1,4,3,3,1,No
566,25,Travel_Frequently,4274,Human Resources,10,4,Life Sciences,1,566,1,Male,390,1,2,Human Resources,3,Married,199069,10260,3,Y,No,24,2,4,80,4,0,1,3,4,0,2,4,No
567,18,Travel_Rarely,3401,Research & Development,7,4,Human Resources,1,567,4,Female,149,4,4,Healthcare Representative,3,Divorced,60703,8431,3,Y,Yes,10,1,3,80,2,30,6,3,0,0,1,1,No
568,19,Non-Travel,2913,Sales,14,5,Human Resources,1,568,2,Male,152,4,2,Manager,2,Single,37051,9029,3,Y,No,11,1,1,80,2,0,4,4,0,1,0,1,No
569,31,Travel_Frequently,4057,Research & Development,21,2,Life Sciences,1,569,1,Female,241,2,1,Manager,1,Married,99342,9089,6,Y,No,10,1,1,80,4,37,1,3,1,1,0,1,No
570,46,Non-Travel,1959,Research & Development,24,1,Human Resources,1,570,1,Male,200,2,2,Healthcare Representative,1,Single,192436,11666,7,Y,Yes,1,4,2,80,4,8,0,3,17,3,6,11,Yes
571,45,Travel_Rarely,1143,Research & Development,18,2,Human Resources,1,571,4,Female,155,1,2,Healthcare Representative,2,Single,190333,4399,2,Y,Yes,13,1,4,80,1,10,2,4,4,4,4,4,Yes
572,46,Travel_Rarely,2143,Human Resources,11,3,Other,1,572,4,Male,110,2,4,Manager,2,Married,165784,14305,8,Y,No,14,1,1,80,1,3,1,4,5,5,5,4,No
573,53,Non-Travel,4272,Human Resources,5,2,Life Sciences,1,573,1,Male,223,1,3,Human Resources,2,Divorced,113443,19614,1,Y,No,8,3,3,80,4,8,6,2,15,5,1,13,No
574,26,Travel_Frequently,3239,Research & Development,3,3,Technical Degree,1,574,4,Male,241,3,1,Laboratory Technician,2,Single,193179,2377,0,Y,No,24,1,1,80,0,20,1,1,3,0,0,1,No
575,46,Travel_Frequently,1471,Research & Development,26,5,Human Resources,1,575,2,Female,249,3,2,Research Scientist,1,Single,179750,19883,2,Y,No,19,4,3,80,3,33,6,3,17,2,4,5,No
576,50,Non-Travel,3454,Research & Development,2,1,Human Resources,1,576,1,Female,225,4,3,Healthcare Representative,4,Divorced,21130,13189,1,Y,No,11,3,2,80,3,24,4,4,19,3,7,13,No
577,50,Travel_Frequently,2537,Sales,24,1,Other,1,577,3,Male,340,1,4,Sales Representative,1,Single,94316,9877,6,Y,No,19,4,3,80,0,39,6,3,7,2,2,1,No
578,25,Travel_Rarely,4940,Sales,28,2,Other,1,578,1,Female,355,2,5,Sales Executive,1,Single,76273,14389,3,Y,No,16,1,4,80,2,15,1,3,6,5,0,1,No
579,36,Non-Travel,4602,Research & Development,14,2,Marketing,1,579,4,Female,209,1,3,Research Director,3,Married,146766,4692,7,Y,No,1,4,3,80,3,10,2,3,5,2,2,0,No
580,41,Travel_Rarely,2545,Sales,10,4,Marketing,1,580,2,Female,362,1,2,Sales Executive,3,Divorced,152467,5570,5,Y,No,7,2,3,80,2,8,3,1,10,9,0,10,No
581,36,Travel_Frequently,2055,Research & Development,19,3,Human Resources,1,581,2,Male,302,2,2,Research Scientist,2,Single,86382,4951,1,Y,Yes,22,4,4,80,0,34,0,3,1,0,0,0,Yes
582,49,Non-Travel,3962,Research & Development,3,1,Other,1,582,2,Female,267,4,1,Laboratory Technician,3,Married,45312,18406,6,Y,No,24,1,1,80,1,13,6,1,6,0,6,0,No
583,44,Travel_Frequently,3878,Research & Development,16,3,Human Resources,1,583,2,Female,161,4,1,Healthcare Representative,1,Divorced,154111,9002,6,Y,Yes,11,3,2,80,0,4,2,4,3,0,0,2,Yes
584,32,Travel_Rarely,1797,Sales,6,2,Medical,1,584,1,Male,137,2,4,Sales Representative,3,Married,114071,12983,5,Y,No,13,1,1,80,2,2,5,2,3,2,1,3,No
585,41,Travel_Rarely,2783,Human Resources,26,1,Other,1,585,2,Male,159,2,4,Human Resources,3,Single,15571,3381,3,Y,No,1,2,3,80,3,25,4,4,20,2,0,12,No
586,22,Travel_Rarely,1213,Sales,27,4,Other,1,586,2,Male,323,1,4,Sales Representative,2,Divorced,65798,17901,6,Y,Yes,24,2,2,80,4,16,2,3,2,2,0,0,No
587,18,Non-Travel,1957,Sales,21,3,Other,1,587,4,Male,127,1,3,Manager,2,Married,60874,2591,9,Y,No,1,3,1,80,2,18,4,2,0,0,0,1,No
588,43,Travel_Frequently,3476,Human Resources,25,5,Human Resources,1,588,4,Female,145,3,2,Human Resources,4,Divorced,195116,13999,9,Y,No,12,2,2,80,2,36,0,3,19,9,0,16,No
589,57,Non-Travel,4179,Research & Development,14,4,Other,1,589,2,Male,308,1,5,Research Director,1,Married,55907,7079,6,Y,No,20,1,4,80,3,1,5,2,6,3,1,5,No
590,32,Travel_Frequently,4100,Sales,1,3,Life Sciences,1,590,2,Female,308,1,2,Manager,3,Divorced,169050,16226,5,Y,Yes,0,2,4,80,4,22,4,2,8,2,6,4,No
591,42,Travel_Rarely,1402,Sales,22,2,Medical,1,591,2,Female,392,3,1,Manager,1,Married,109168,8292,4,Y,No,12,2,2,80,4,19,6,1,18,16,8,1,No
592,48,Non-Travel,1478,Research & Development,27,4,Other,1,592,4,Male,138,1,2,Laboratory Technician,4,Divorced,10256,12972,0,Y,Yes,1,1,4,80,4,3,4,4,7,4,1,4,Yes
593,38,Travel_Frequently,1588,Research & Development,2,3,Medical,1,593,2,Female,238,1,4,Research Scientist,2,Married,128787,16506,9,Y,No,9,4,2,80,0,28,1,4,1,1,1,0,No
594,19,Travel_Frequently,3864,Research & Development,20,1,Marketing,1,594,4,Male,303,3,1,Healthcare Representative,4,Single,138999,8502,3,Y,No,14,2,1,80,1,20,2,1,0,0,0,1,No
595,24,Non-Travel,3777,Human Resources,4,1,Other,1,595,1,Male,100,4,1,Manager,4,Single,152786,15824,3,Y,No,16,3,2,80,3,31,4,2,3,2,3,0,No
596,22,Travel_Rarely,2204,Sales,17,1,Life Sciences,1,596,2,Female,241,3,1,Sales Representative,1,Single,87785,16802,3,Y,No,21,3,1,80,3,30,4,3,4,0,1,3,Yes
597,60,Travel_Rarely,4662,Research & Development,27,5,Other,1,597,1,Male,152,2,3,Manager,1,Divorced,54647,15758,2,Y,No,18,3,4,80,4,28,1,2,16,13,7,7,No
598,29,Travel_Rarely,4931,Research & Development,24,1,Technical Degree,1,598,1,Female,306,1,4,Research Director,4,Married,188659,4001,6,Y,No,15,2,4,80,4,9,6,3,8,0,5,0,No
599,23,Travel_Rarely,3780,Research & Development,28,3,Life Sciences,1,599,3,Female,376,4,1,Laboratory Technician,3,Divorced,54810,10680,6,Y,Yes,18,2,1,80,4,11,0,2,5,4,1,2,Yes
600,56,Travel_Frequently,2182,Research & Development,26,5,Life Sciences,1,600,2,Male,164,1,3,Manager,3,Single,156152,9530,8,Y,No,13,3,3,80,1,19,4,4,1,1,0,0,No
601,58,Non-Travel,1963,Sales,29,5,Technical Degree,1,601,4,Female,299,4,2,Sales Representative,1,Divorced,143047,8119,0,Y,No,19,4,3,80,3,4,4,1,17,2,14,15,No
602,42,Non-Travel,2311,Research & Development,17,5,Medical,1,602,4,Female,119,3,5,Manager,4,Single,49299,15061,2,Y,No,21,2,3,80,0,17,0,2,17,11,12,12,No
603,47,Non-Travel,4188,Research & Development,24,3,Marketing,1,603,2,Female,228,2,5,Healthcare Representative,1,Married,20044,17095,9,Y,Yes,12,2,2,80,2,39,2,3,18,5,7,4,No
604,35,Travel_Rarely,1326,Research & Development,22,3,Medical,1,604,1,Female,347,2,3,Research Director,2,Married,68247,7494,9,Y,No,5,4,2,80,1,21,4,3,12,9,12,10,No
605,50,Travel_Rarely,3125,Research & Development,9,4,Other,1,605,3,Female,108,3,4,Laboratory Technician,3,Divorced,156783,11414,4,Y,No,7,1,2,80,2,40,4,1,3,0,0,0,No
606,28,Non-Travel,4434,Human Resources,12,2,Technical Degree,1,606,2,Female,145,3,3,Manager,3,Married,62205,5523,5,Y,No,10,2,1,80,1,11,2,3,0,0,1,1,No
607,24,Travel_Rarely,4902,Research & Development,28,2,Human Resources,1,607,1,Male,245,1,1,Research Director,3,Married,121738,7810,7,Y,No,12,1,4,80,4,3,4,1,1,0,1,0,No
608,33,Travel_Rarely,4539,Sales,25,5,Other,1,608,3,Female,330,4,3,Sales Executive,2,Married,115432,7491,2,Y,Yes,15,3,3,80,2,34,5,4,11,5,11,9,No
609,38,Travel_Frequently,2753,Research & Development,11,1,Medical,1,609,3,Male,120,1,2,Healthcare Representative,2,Married,85506,14206,3,Y,Yes,18,2,1,80,1,8,5,1,19,3,10,10,No
610,38,Travel_Rarely,2242,Sales,10,5,Other,1,610,4,Female,297,4,2,Sales Executive,2,Married,135967,9277,6,Y,Yes,14,4,3,80,3,9,5,2,10,0,2,5,No
611,41,Non-Travel,4018,Research & Development,5,2,Life Sciences,1,611,2,Male,202,2,1,Laboratory Technician,1,Divorced,64827,11989,9,Y,No,2,1,4,80,0,5,4,2,9,3,6,4,No
612,53,Non-Travel,3724,Research & Development,15,2,Medical,1,612,4,Female,345,4,3,Laboratory Technician,2,Married,100441,13900,8,Y,Yes,20,3,4,80,1,24,1,4,14,13,9,0,No
613,23,Travel_Frequently,4559,Research & Development,6,4,Life Sciences,1,613,2,Female,189,1,4,Research Director,4,Divorced,185579,9047,3,Y,No,14,2,2,80,0,20,1,1,4,1,1,4,No
614,44,Travel_Frequently,1589,Human Resources,8,2,Marketing,1,614,1,Female,225,2,3,Human Resources,3,Divorced,36426,12094,4,Y,No,13,1,4,80,3,31,1,3,5,1,3,2,No
615,54,Travel_Frequently,4378,Sales,28,5,Technical Degree,1,615,1,Male,195,2,4,Sales Executive,4,Single,78429,7311,0,Y,No,10,2,4,80,4,31,5,2,10,1,3,7,No
616,26,Travel_Rarely,2626,Research & Development,24,1,Other,1,616,1,Male,188,1,1,Healthcare Representative,2,Married,146038,18021,9,Y,Yes,25,4,4,80,2,13,5,1,8,5,8,5,Yes
617,52,Travel_Rarely,1967,Sales,13,1,Other,1,617,2,Female,156,4,1,Manager,1,Married,25959,7341,3,Y,No,23,1,1,80,1,36,1,1,12,12,11,9,Yes
618,23,Travel_Frequently,2702,Research & Development,16,1,Medical,1,618,1,Female,147,1,2,Research Scientist,2,Married,62124,3586,2,Y,No,23,2,1,80,1,10,0,2,2,2,2,1,No
619,21,Non-Travel,1530,Research & Development,6,1,Life Sciences,1,619,1,Male,328,2,3,Laboratory Technician,1,Divorced,168816,19339,7,Y,No,7,2,2,80,0,18,4,1,0,0,1,1,Yes
620,18,Travel_Rarely,1721,Research & Development,4,1,Marketing,1,620,1,Male,385,4,5,Research Director,3,Single,129365,13047,0,Y,No,18,3,2,80,1,38,2,2,0,1,0,0,No
621,30,Travel_Frequently,3683,Research & Development,1,2,Human Resources,1,621,4,Female,165,4,1,Research Director,3,Single,106135,9499,7,Y,No,3,2,3,80,1,27,2,1,11,8,5,8,No
622,26,Travel_Rarely,4810,Research & Development,2,4,Life Sciences,1,622,2,Female,182,4,2,Healthcare Representative,1,Divorced,17088,18215,4,Y,Yes,1,2,1,80,3,5,3,1,3,3,0,3,Yes
623,36,Non-Travel,4390,Sales,29,1,Medical,1,623,3,Female,116,2,1,Sales Executive,1,Single,180418,2552,9,Y,No,11,4,4,80,4,40,3,3,16,11,13,9,No
624,46,Non-Travel,4873,Research & Development,8,3,Technical Degree,1,624,3,Male,170,3,4,Healthcare Representative,3,Married,187489,2089,1,Y,No,1,1,1,80,4,7,0,3,18,6,0,13,No
625,46,Non-Travel,3229,Research & Development,1,5,Life Sciences,1,625,4,Female,329,1,2,Research Scientist,1,Divorced,82396,2998,1,Y,No,10,1,4,80,0,12,4,2,12,0,6,7,No
626,47,Travel_Rarely,3015,Sales,10,2,Technical Degree,1,626,3,Male,158,2,1,Sales Executive,1,Single,97068,16257,2,Y,Yes,11,3,4,80,3,27,4,3,7,4,7,0,No
627,18,Travel_Rarely,4776,Sales,9,4,Technical Degree,1,627,4,Female,176,1,3,Manager,2,Divorced,62157,4099,8,Y,No,7,2,4,80,0,2,0,2,0,1,1,1,No
628,39,Travel_Rarely,3730,Research & Development,15,1,Marketing,1,628,1,Male,110,3,5,Healthcare Representative,1,Single,164485,19821,8,Y,Yes,2,3,1,80,2,15,5,1,20,2,10,5,No
629,56,Travel_Frequently,3018,Sales,21,2,Human Resources,1,629,4,Male,201,4,5,Manager,3,Married,19934,5941,6,Y,No,12,3,1,80,3,24,0,4,16,4,6,15,No
630,49,Non-Travel,4018,Sales,23,5,Human Resources,1,630,2,Female,398,1,5,Sales Executive,2,Married,159688,2480,1,Y,Yes,22,3,2,80,3,8,0,3,15,6,14,1,No
631,28,Travel_Frequently,4865,Research & Development,26,1,Medical,1,631,1,Female,392,4,2,Research Director,2,Single,33336,4736,7,Y,No,0,3,1,80,0,34,3,3,1,1,1,0,Yes
632,46,Non-Travel,3208,Sales,6,1,Life Sciences,1,632,4,Female,376,1,4,Sales Executive,2,Married,146825,12492,7,Y,No,21,1,2,80,1,24,4,3,11,1,4,9,No
633,28,Travel_Frequently,1616,Research & Development,15,4,Other,1,633,2,Female,125,3,1,Research Scientist,3,Divorced,140989,13620,3,Y,No,22,1,3,80,0,37,3,4,8,1,5,6,No
634,59,Travel_Rarely,3379,Sales,26,4,Medical,1,634,3,Female,123,4,3,Manager,2,Divorced,56407,14331,6,Y,No,17,2,3,80,4,27,0,4,7,4,7,4,No
635,18,Travel_Rarely,3375,Sales,25,2,Human Resources,1,635,2,Female,240,2,1,Sales Representative,4,Divorced,157019,9274,4,Y,No,17,4,2,80,4,2,3,2,0,0,1,1,No
636,46,Non-Travel,4398,Research & Development,4,5,Human Resources,1,636,1,Male,283,2,2,Research Director,1,Divorced,160929,15349,1,Y,Yes,7,2,4,80,3,0,2,1,19,5,7,1,Yes
637,53,Travel_Rarely,4073,Human Resources,10,4,Medical,1,637,2,Female,163,1,4,Manager,1,Married,34745,3034,3,Y,No,22,3,3,80,0,36,3,3,16,12,2,15,No
638,22,Travel_Frequently,1595,Research & Development,4,3,Life Sciences,1,638,1,Female,238,4,5,Manager,1,Single,43233,9421,5,Y,No,19,2,4,80,3,16,4,4,4,3,4,4,No
639,55,Travel_Frequently,4655,Research & Development,28,1,Marketing,1,639,3,Female,233,3,1,Laboratory Technician,4,Single,192577,6067,9,Y,No,4,2,1,80,3,23,1,4,12,11,6,11,No
640,22,Travel_Rarely,2018,Sales,14,2,Life Sciences,1,640,2,Female,267,3,5,Sales Executive,1,Single,30606,14418,7,Y,No,0,1,1,80,4,36,2,4,3,1,2,2,Yes
641,42,Travel_Rarely,4232,Sales,14,3,Medical,1,641,4,Male,259,3,4,Sales Representative,4,Married,188889,18057,7,Y,No,10,1,4,80,2,20,1,4,12,3,12,8,No
642,45,Non-Travel,4499,Research & Development,21,2,Technical Degree,1,642,3,Female,248,1,1,Research Scientist,3,Married,73574,12944,9,Y,No,19,3,2,80,0,0,5,4,4,3,1,1,No
643,36,Travel_Rarely,3511,Sales,3,4,Life Sciences,1,643,4,Male,140,2,3,Sales Executive,4,Divorced,128469,5274,1,Y,No,11,3,4,80,0,0,6,3,5,4,0,0,No
644,43,Travel_Frequently,4614,Research & Development,12,4,Life Sciences,1,644,2,Female,328,2,4,Research Director,2,Married,196375,7377,6,Y,No,2,2,1,80,1,3,1,1,15,8,7,15,No
645,40,Travel_Frequently,1691,Research & Development,12,3,Other,1,645,4,Male,258,2,1,Manager,1,Divorced,111153,9620,8,Y,No,10,3,3,80,2,3,0,3,18,13,8,9,No
646,59,Non-Travel,1631,Research & Development,23,4,Marketing,1,646,1,Female,143,4,4,Healthcare Representative,2,Married,98746,8759,3,Y,No,21,3,2,80,3,10,0,1,14,3,13,13,Yes
647,28,Travel_Rarely,4941,Research & Development,8,1,Marketing,1,647,1,Female,199,1,4,Manager,1,Divorced,134448,9521,5,Y,No,23,2,3,80,4,14,2,1,1,0,1,0,No
648,58,Travel_Frequently,4706,Sales,3,4,Marketing,1,648,4,Male,242,3,3,Manager,4,Divorced,144926,13778,4,Y,Yes,8,4,1,80,4,13,6,4,3,2,0,3,No
649,46,Travel_Rarely,4933,Research & Development,17,5,Human Resources,1,649,2,Female,375,4,5,Laboratory Technician,3,Divorced,38089,15945,9,Y,Yes,16,2,1,80,2,20,3,1,17,4,15,3,Yes
650,26,Non-Travel,4705,Sales,7,5,Human Resources,1,650,4,Male,330,2,5,Sales Representative,1,Single,108786,9807,9,Y,Yes,25,1,2,80,0,35,3,3,4,0,3,1,Yes
651,29,Non-Travel,1061,Human Resources,6,2,Medical,1,651,2,Male,108,1,5,Human Resources,2,Married,144921,17116,6,Y,No,12,1,1,80,0,32,6,2,8,8,7,6,Yes
652,23,Non-Travel,4677,Sales,18,3,Marketing,1,652,3,Male,143,1,4,Manager,1,Married,59637,15799,8,Y,No,20,2,2,80,2,19,3,1,2,2,1,2,No
653,18,Travel_Rarely,4864,Research & Development,11,5,Technical Degree,1,653,2,Female,138,3,1,Research Scientist,4,Divorced,14430,3509,6,Y,No,13,4,4,80,2,5,0,1,0,0,1,1,Yes
654,23,Travel_Frequently,4350,Sales,19,3,Other,1,654,4,Female,121,1,3,Sales Executive,1,Divorced,68928,8378,6,Y,No,13,2,3,80,4,9,3,3,5,4,5,4,Yes
655,28,Travel_Frequently,4677,Research & Development,21,5,Life Sciences,1,655,2,Female,370,4,5,Manager,1,Single,169103,13930,0,Y,No,11,4,2,80,2,29,6,4,6,0,4,3,No
656,56,Travel_Rarely,2861,Research & Development,28,5,Other,1,656,2,Male,294,1,3,Research Scientist,1,Single,43162,2191,9,Y,Yes,11,2,1,80,3,23,2,4,7,5,1,7,No
657,23,Travel_Frequently,4265,Research & Development,27,5,Medical,1,657,2,Female,147,4,2,Healthcare Representative,4,Married,46167,10725,2,Y,No,5,2,4,80,2,32,4,1,5,0,3,0,Yes
658,41,Non-Travel,2306,Research & Development,14,5,Medical,1,658,3,Male,395,2,2,Healthcare Representative,3,Married,44574,18283,0,Y,Yes,22,1,1,80,0,40,3,3,8,3,5,6,No
659,47,Travel_Frequently,3502,Sales,11,3,Life Sciences,1,659,4,Male,145,4,5,Sales Executive,3,Divorced,65383,18931,2,Y,No,5,3,4,80,1,5,1,2,5,3,0,3,No
660,18,Travel_Rarely,4992,Human Resources,1,5,Medical,1,660,1,Female,155,1,3,Manager,3,Single,27278,16005,1,Y,Yes,23,1,3,80,1,28,0,1,0,0,0,0,Yes
661,45,Travel_Frequently,1354,Sales,29,5,Other,1,661,4,Female,387,3,3,Sales Executive,1,Single,92289,6615,9,Y,No,16,4,4,80,4,35,4,3,18,6,13,11,No
662,35,Travel_Rarely,4321,Sales,18,1,Medical,1,662,2,Male,118,3,3,Sales Representative,1,Single,40295,7037,5,Y,No,24,4,2,80,1,4,3,4,15,9,6,11,No
663,33,Travel_Rarely,1159,Research & Development,24,4,Technical Degree,1,663,4,Male,380,2,3,Research Director,1,Married,49684,19758,8,Y,No,6,3,2,80,2,14,3,3,10,10,4,6,No
664,39,Travel_Rarely,3539,Human Resources,11,3,Life Sciences,1,664,3,Female,303,2,2,Human Resources,4,Divorced,23912,7989,0,Y,No,19,1,3,80,2,6,0,1,10,7,10,4,No
665,24,Travel_Frequently,1078,Research & Development,5,3,Marketing,1,665,4,Female,299,1,2,Research Director,1,Single,36143,2779,6,Y,No,22,3,2,80,2,17,5,4,1,0,0,0,Yes
666,29,Travel_Rarely,4111,Research & Development,26,1,Life Sciences,1,666,1,Female,156,3,2,Laboratory Technician,3,Divorced,92246,7999,5,Y,No,25,3,4,80,4,21,0,1,7,7,4,0,Yes
667,24,Travel_Frequently,4043,Human Resources,19,3,Human Resources,1,667,4,Male,218,1,1,Manager,2,Single,126114,14867,4,Y,No,21,2,3,80,0,13,5,1,6,4,0,0,No
668,20,Travel_Frequently,3512,Sales,4,2,Human Resources,1,668,1,Female,189,3,3,Sales Executive,3,Single,122304,14248,9,Y,Yes,10,2,1,80,2,24,0,1,0,0,0,1,No
669,59,Travel_Rarely,2076,Human Resources,2,2,Technical Degree,1,669,1,Female,164,2,2,Human Resources,1,Divorced,114276,11469,4,Y,No,18,3,2,80,0,0,3,4,0,1,1,1,No
